"","technical_scale","leadership_scale","likeable_scale","learner_scale","education_scale","experience_scale","pt","age","gender","gender_5_TEXT","employment","role","company_size","experience","roles","industry","industry_12_TEXT","risk_aversion_1","risk_aversion_2","risk_aversion_3","risk_aversion_4","risk_aversion_5","risk_aversion_6","Condition","Iteration","source","rating","applicant_gender","applicant_education","stimuli_number"
"431",3,3,6,7,1,6,145,34,"Man",NA,"Employed full time","Software","50-100 employees","3-5 years","I've recruited for developers. ","Professional or business services","",3,5,4,2,5,3,"Woman_Nontraditional","Experiment","woman_nontrad_9_1",2,"woman","nontrad","9_1"
"432",7,6,7,6,4,7,156,59,"Woman",NA,"Employed full time","Sr. UX Researcher","1,000+ employees","5-10 years","UX Researcher, UX Research Manager, Insights Strategist","Technology","",5,5,5,4,6,5,"Woman_Nontraditional","Experiment","woman_nontrad_9_1",7,"woman","nontrad","9_1"
"433",2,4,4,6,7,7,176,38,"Man",NA,"Employed full time","manager","1,000+ employees","10+ years","reserach ","Technology","",3,3,3,5,4,5,"Woman_Nontraditional","Experiment","woman_nontrad_9_1",4,"woman","nontrad","9_1"
"434",8,9,8,8,7,8,207,53,"Man",NA,"Employed full time","Project Manager","1,000+ employees","10+ years","Junior and senior development staff","Technology","",5,6,4,5,4,5,"Woman_Nontraditional","Experiment","woman_nontrad_9_1",6,"woman","nontrad","9_1"
"435",9,7,10,9,3,10,232,41,"Man",NA,"Employed full time","Senior Engineer","1,000+ employees","5-10 years","Junior Mechanical Engineers","Professional or business services","",4,6,3,2,6,2,"Woman_Nontraditional","Experiment","woman_nontrad_9_1",8,"woman","nontrad","9_1"
"436",7,7,7,7,6,8,242,47,"Man",NA,"Employed full time","Project Manager","100-500 employees","10+ years","project manager, assistant project manager, software engineer","Professional or business services,Technology","",3,6,6,3,4,2,"Woman_Nontraditional","Experiment","woman_nontrad_9_1",6,"woman","nontrad","9_1"
"437",6,4,6,5,4,7,267,62,"Man",NA,"Employed full time","content editor","1,000+ employees","10+ years","newspaper journalists","Other - not listed","",3,6,3,5,5,3,"Woman_Nontraditional","Experiment","woman_nontrad_9_1",8,"woman","nontrad","9_1"
"438",10,7,7,6,10,10,291,47,"Man",NA,"Employed full time","Entry Level Software Developer","Less than 50 employees","5-10 years","Support Staff","Health","",3,6,5,5,7,3,"Woman_Nontraditional","Experiment","woman_nontrad_9_1",10,"woman","nontrad","9_1"
"439",7,5,8,8,5,9,33,44,"Woman",NA,"Employed full time","Client Manager","100-500 employees","3-5 years","Client Managers, Configuration Experts, Tech Support","Professional or business services,Technology","",6,7,5,4,4,5,"Woman_Nontraditional","Experiment","woman_nontrad_10_1",7,"woman","nontrad","10_1"
"440",6,6,6,7,3,6,55,63,"Man",NA,"Employed full time","IT Tech 2","500-1,000 employees","Less than 1 year","IT Technician","Technology","",5,7,6,5,5,6,"Woman_Nontraditional","Experiment","woman_nontrad_10_1",9,"woman","nontrad","10_1"
"441",9,7,9,8,8,9,65,38,"Woman",NA,"Employed full time","Manager","500-1,000 employees","10+ years","Finance and Insurance 
IT
Human Resources","Financial or information,Professional or business services,Technology","",6,4,7,3,6,5,"Woman_Nontraditional","Experiment","woman_nontrad_10_1",7,"woman","nontrad","10_1"
"442",10,9,9,9,9,9,77,40,"Man",NA,"Employed full time","biologist","100-500 employees","10+ years","technican
postdoctoral fellow
postbac fellow","Other - not listed","life science",3,6,6,6,6,1,"Woman_Nontraditional","Experiment","woman_nontrad_10_1",8,"woman","nontrad","10_1"
"443",7,5,5,6,3,6,102,30,"Man",NA,"Employed full time","Computer Technician Supervisor","100-500 employees","3-5 years","Internal IT","Technology","",3,5,5,4,3,2,"Woman_Nontraditional","Experiment","woman_nontrad_10_1",5,"woman","nontrad","10_1"
"444",5,6,6,4,6,3,128,60,"Woman",NA,"Employed full time","Office Manager","Less than 50 employees","5-10 years","accounting positions, office positions. ","Professional or business services,Technology","",3,6,3,5,6,5,"Woman_Nontraditional","Experiment","woman_nontrad_10_1",6,"woman","nontrad","10_1"
"445",7,3,8,3,7,8,149,26,"Man",NA,"Employed full time","Lead Animal Care Technician","500-1,000 employees","1-2 years","Technician level positions.","Health","",5,5,5,6,6,3,"Woman_Nontraditional","Experiment","woman_nontrad_10_1",8,"woman","nontrad","10_1"
"446",5,2,5,5,1,5,160,49,"Woman",NA,"Employed full time","business analyst","1,000+ employees","Less than 1 year","web content specialist","Financial or information","",7,7,7,7,2,7,"Woman_Nontraditional","Experiment","woman_nontrad_10_1",4,"woman","nontrad","10_1"
"447",7,8,8,7,3,9,187,33,"Woman",NA,"Employed full time","engineer","500-1,000 employees","5-10 years","operations, technicians","Other - not listed","scientific research",3,6,6,5,6,6,"Woman_Nontraditional","Experiment","woman_nontrad_10_1",8,"woman","nontrad","10_1"
"448",7,7,7,7,7,7,203,58,"Man",NA,"Employed full time","Operations technician","1,000+ employees","1-2 years","Operations staff","Technology","",1,5,3,1,6,1,"Woman_Nontraditional","Experiment","woman_nontrad_10_1",7,"woman","nontrad","10_1"
"449",6,3,6,4,6,6,227,42,"Man",NA,"Employed full time","IT Analyst Manager","100-500 employees","5-10 years","Interns, web and mobile app developers, web designers, network engineers","Technology","",2,4,5,2,5,3,"Woman_Nontraditional","Experiment","woman_nontrad_10_1",7,"woman","nontrad","10_1"
"450",5,5,5,5,9,9,252,41,"Non-binary / third gender",NA,"Employed full time","Director, Board Member","100-500 employees","10+ years","All IT roles, All management roles, All accounting roles","Other - not listed","Scientific",2,4,6,6,6,2,"Woman_Nontraditional","Experiment","woman_nontrad_10_1",9,"woman","nontrad","10_1"
"451",6,6,7,8,6,7,264,47,"Man",NA,"Employed full time","Project Manager","1,000+ employees","5-10 years","Developer","Technology","",5,6,6,5,5,3,"Woman_Nontraditional","Experiment","woman_nontrad_10_1",7,"woman","nontrad","10_1"
"452",10,7,9,9,10,9,290,22,"Man",NA,"Employed full time","Full Stack Developer","100-500 employees","Less than 1 year","Tech Roles","Technology","",2,5,7,5,7,3,"Woman_Nontraditional","Experiment","woman_nontrad_10_1",8,"woman","nontrad","10_1"
"453",5,5,5,5,7,7,13,35,"Man",NA,"Employed full time","Senior Manager","1,000+ employees","5-10 years","Designers","Technology","",2,5,4,2,4,1,"Woman_Traditional","Experiment","woman_trad_1_1",6,"woman","trad","1_1"
"454",8,7,8,6,10,10,14,31,"Woman",NA,"Employed full time","Researcher","1,000+ employees","3-5 years","Research assistants","Education","",5,6,7,5,3,5,"Woman_Traditional","Experiment","woman_trad_1_1",7,"woman","trad","1_1"
"455",10,9,10,8,10,10,53,55,"Woman",NA,"Employed full time","Administrator","1,000+ employees","10+ years","IT Administrator; Moderator; Front End Web Developer","Professional or business services,Technology","",5,6,6,5,4,5,"Woman_Traditional","Experiment","woman_trad_1_1",9,"woman","trad","1_1"
"456",7,7,7,7,7,8,74,27,"Woman",NA,"Employed full time","Project Management","1,000+ employees","3-5 years","Project Manager, Junior/Senior Consultant, Junior/Senior Associate, Technical Manager ","Education,Public administration,Technology","",3,4,4,4,6,4,"Woman_Traditional","Experiment","woman_trad_1_1",8,"woman","trad","1_1"
"457",6,6,9,7,7,5,79,42,"Man",NA,"Employed full time","Product Catalog Specialist","50-100 employees","Less than 1 year","Project Manager","Financial or information","",6,7,5,7,5,5,"Woman_Traditional","Experiment","woman_trad_1_1",7,"woman","trad","1_1"
"458",10,10,10,10,10,10,115,35,"Man",NA,"Employed full time","IT Manager","50-100 employees","5-10 years","IT department jobs","Technology","",2,5,1,2,6,7,"Woman_Traditional","Experiment","woman_trad_1_1",10,"woman","trad","1_1"
"459",10,5,5,5,10,10,129,44,"Man",NA,"Employed full time","Systems Administrator","100-500 employees","3-5 years","HelpDesk/Desktop Support","Technology","",3,5,6,3,5,5,"Woman_Traditional","Experiment","woman_trad_1_1",8,"woman","trad","1_1"
"460",5,5,6,5,7,7,147,51,"Woman",NA,"Employed full time","Assistant Director","50-100 employees","5-10 years","Interviewing, prescreening, ","Other - not listed","Biomedical Research",3,5,5,3,5,3,"Woman_Traditional","Experiment","woman_trad_1_1",7,"woman","trad","1_1"
"461",9,8,8,8,9,9,168,25,"Woman",NA,"Employed full time","Research assistant","100-500 employees","Less than 1 year","Campus residence staff","Education","",5,6,6,6,4,6,"Woman_Traditional","Experiment","woman_trad_1_1",8,"woman","trad","1_1"
"462",10,9,8,8,9,9,184,26,"Non-binary / third gender",NA,"Employed full time","Software Engineer","100-500 employees","3-5 years","Software Engineer","Technology","",3,5,5,3,3,5,"Woman_Traditional","Experiment","woman_trad_1_1",8,"woman","trad","1_1"
"463",10,8,9,8,9,9,209,56,"Man",NA,"Employed full time","Sales Engineer","500-1,000 employees","5-10 years","Deployment Engineer, Tech Lead","Technology","",3,5,4,6,5,2,"Woman_Traditional","Experiment","woman_trad_1_1",9,"woman","trad","1_1"
"464",4,4,8,6,6,6,220,55,"Man",NA,"Employed full time","sales","500-1,000 employees","3-5 years","sales","Technology","",2,5,3,3,7,2,"Woman_Traditional","Experiment","woman_trad_1_1",6,"woman","trad","1_1"
"465",8,7,8,7,9,8,237,26,"Man",NA,"Employed full time","Supervisor","100-500 employees","1-2 years","Specialists, technicians","Technology","",3,5,5,3,6,3,"Woman_Traditional","Experiment","woman_trad_1_1",8,"woman","trad","1_1"
"466",10,10,10,10,10,10,258,31,"Man",NA,"Employed full time","Project manager","1,000+ employees","1-2 years","Software developer","Technology","",6,7,7,5,3,7,"Woman_Traditional","Experiment","woman_trad_1_1",10,"woman","trad","1_1"
"467",10,6,9,8,10,10,292,39,"Man",NA,"Employed full time","archaeologist","50-100 employees","5-10 years","archaeologist","Professional or business services","",3,7,6,5,2,7,"Woman_Traditional","Experiment","woman_trad_1_1",10,"woman","trad","1_1"
"468",7,9,7,9,8,9,295,48,"Man",NA,"Employed full time","Engineer","100-500 employees","3-5 years","Trainees","Technology","",5,5,6,6,6,3,"Woman_Traditional","Experiment","woman_trad_1_1",9,"woman","trad","1_1"
"469",8,9,8,8,9,9,17,47,"Man",NA,"Employed full time","IT Manager","500-1,000 employees","10+ years","Systems Administrator, IT Analyst, IT Technician (and other closely related titles)","Technology","",3,4,4,2,7,2,"Woman_Traditional","Experiment","woman_trad_2_1",9,"woman","trad","2_1"
"470",8,9,8,7,8,9,25,41,"Man",NA,"Employed full time","Software Engineer","500-1,000 employees","3-5 years","Software Engineer","Health,Professional or business services,Retail,Technology,Other - not listed","Entertainment",4,5,5,3,4,4,"Woman_Traditional","Experiment","woman_trad_2_1",9,"woman","trad","2_1"
"471",6,3,4,5,7,6,63,38,"Man",NA,"Employed full time","Technical Support","1,000+ employees","3-5 years","Sales","Professional or business services,Technology","",4,6,6,6,4,6,"Woman_Traditional","Experiment","woman_trad_2_1",4,"woman","trad","2_1"
"472",6,6,9,7,7,5,79,42,"Man",NA,"Employed full time","Product Catalog Specialist","50-100 employees","Less than 1 year","Project Manager","Financial or information","",6,7,5,7,5,5,"Woman_Traditional","Experiment","woman_trad_2_1",7,"woman","trad","2_1"
"473",10,9,10,10,10,10,109,27,"Man",NA,"Employed full time","Data Analyst","500-1,000 employees","1-2 years","IT roles","Technology","",3,2,6,5,4,5,"Woman_Traditional","Experiment","woman_trad_2_1",10,"woman","trad","2_1"
"474",7,6,8,6,6,8,123,31,"Man",NA,"Employed full time","ceo and owner","Less than 50 employees","3-5 years","sales, software engineers","Technology","",2,4,3,3,6,2,"Woman_Traditional","Experiment","woman_trad_2_1",8,"woman","trad","2_1"
"475",8,6,7,5,8,8,150,32,"Man",NA,"Employed full time","Research Scientist","1,000+ employees","1-2 years","research Technicians","Technology","",2,6,3,2,6,3,"Woman_Traditional","Experiment","woman_trad_2_1",8,"woman","trad","2_1"
"476",5,3,5,5,3,3,175,35,"Woman",NA,"Employed full time","Operations Manager","100-500 employees","5-10 years","Management","Professional or business services,Technology","",3,4,4,3,5,4,"Woman_Traditional","Experiment","woman_trad_2_1",3,"woman","trad","2_1"
"477",10,10,6,8,10,10,192,42,"Woman",NA,"Employed full time","IT consultant","1,000+ employees","1-2 years","Project leader, software engineer, technical writer, product manager","Professional or business services,Technology","",3,4,3,3,5,5,"Woman_Traditional","Experiment","woman_trad_2_1",10,"woman","trad","2_1"
"478",8,6,8,9,10,9,196,35,"Woman",NA,"Employed full time","Beta Engineer","1,000+ employees","1-2 years","Support Engineer","Technology","",6,5,5,5,3,5,"Woman_Traditional","Experiment","woman_trad_2_1",9,"woman","trad","2_1"
"479",10,8,10,9,10,10,234,45,"Man",NA,"Employed full time","IT analyst","1,000+ employees","5-10 years","Communications","Professional or business services,Public administration","",3,7,5,5,6,5,"Woman_Traditional","Experiment","woman_trad_2_1",9,"woman","trad","2_1"
"480",9,1,3,1,9,9,245,63,"Man",NA,"Employed full time","Manager of development","1,000+ employees","10+ years","Software engineers","Technology","",3,5,3,3,5,3,"Woman_Traditional","Experiment","woman_trad_2_1",8,"woman","trad","2_1"
"481",10,10,10,10,10,10,258,31,"Man",NA,"Employed full time","Project manager","1,000+ employees","1-2 years","Software developer","Technology","",6,7,7,5,3,7,"Woman_Traditional","Experiment","woman_trad_2_1",10,"woman","trad","2_1"
"482",7,7,9,7,8,8,278,53,"Man",NA,"Employed full time","Project Manager","1,000+ employees","10+ years","Software developer","Technology","",5,6,5,4,3,5,"Woman_Traditional","Experiment","woman_trad_2_1",8,"woman","trad","2_1"
"483",8,7,7,7,8,7,1,47,"Man",NA,"Employed full time","Delivery Manager ","1,000+ employees","10+ years","Software Engineer ","Technology","",2,5,6,2,6,2,"Woman_Traditional","Experiment","woman_trad_3_1",8,"woman","trad","3_1"
"484",8,7,7,7,8,8,22,29,"Woman",NA,"Employed full time","data analyst","500-1,000 employees","1-2 years","junior data engineer","Technology","",4,6,5,3,5,4,"Woman_Traditional","Experiment","woman_trad_3_1",7,"woman","trad","3_1"
"485",8,7,9,8,9,5,52,47,"Woman",NA,"Employed full time","IT director ","500-1,000 employees","10+ years","IT director ","Technology","",5,7,6,5,3,5,"Woman_Traditional","Experiment","woman_trad_3_1",8,"woman","trad","3_1"
"486",9,8,7,8,9,9,73,38,"Man",NA,"Employed full time","I.T. Manager","1,000+ employees","5-10 years","Help Desk Technician, IT Client Support Technician, Network Administrator","Technology","",3,3,3,3,6,3,"Woman_Traditional","Experiment","woman_trad_3_1",9,"woman","trad","3_1"
"487",8,9,9,5,9,3,83,33,"Man",NA,"Employed full time","Engineer","100-500 employees","1-2 years","Interns","Professional or business services","",6,7,5,6,7,5,"Woman_Traditional","Experiment","woman_trad_3_1",7,"woman","trad","3_1"
"488",3,4,5,3,7,4,103,37,"Man",NA,"Employed full time","systems administrator","100-500 employees","3-5 years","IT","Transportation, utilities, or wholesale","",5,5,3,5,3,2,"Woman_Traditional","Experiment","woman_trad_3_1",2,"woman","trad","3_1"
"489",7,7,9,8,7,8,117,30,"Woman",NA,"Employed full time","Supervisor","100-500 employees","3-5 years","Supervisor","Technology","",4,6,6,6,6,2,"Woman_Traditional","Experiment","woman_trad_3_1",7,"woman","trad","3_1"
"490",9,5,8,9,9,9,152,51,"Man",NA,"Employed full time","Team Lead","1,000+ employees","3-5 years","Multiple roles","Financial or information,Professional or business services","",3,4,4,3,6,2,"Woman_Traditional","Experiment","woman_trad_3_1",9,"woman","trad","3_1"
"491",7,6,8,7,7,7,161,30,"Man",NA,"Employed full time","Internet Safety Evaluator","1,000+ employees","Less than 1 year","Web Developer","Technology","",6,6,6,6,2,6,"Woman_Traditional","Experiment","woman_trad_3_1",7,"woman","trad","3_1"
"492",10,9,8,8,9,9,184,26,"Non-binary / third gender",NA,"Employed full time","Software Engineer","100-500 employees","3-5 years","Software Engineer","Technology","",3,5,5,3,3,5,"Woman_Traditional","Experiment","woman_trad_3_1",7,"woman","trad","3_1"
"493",6,7,7,7,7,6,200,30,"Man",NA,"Employed full time","Software Engineer","50-100 employees","3-5 years","Software Engineer","Technology","",3,5,5,5,5,3,"Woman_Traditional","Experiment","woman_trad_3_1",7,"woman","trad","3_1"
"494",9,6,7,9,9,8,228,30,"Woman",NA,"Employed full time","Data and Analytics Director","1,000+ employees","5-10 years","Developers, maketers, IT","Financial or information,Professional or business services,Technology","",2,5,6,3,3,5,"Woman_Traditional","Experiment","woman_trad_3_1",9,"woman","trad","3_1"
"495",8,7,8,7,9,8,237,26,"Man",NA,"Employed full time","Supervisor","100-500 employees","1-2 years","Specialists, technicians","Technology","",3,5,5,3,6,3,"Woman_Traditional","Experiment","woman_trad_3_1",8,"woman","trad","3_1"
"496",10,5,5,5,10,10,260,53,"Non-binary / third gender",NA,"Employed full time","Senior Engineer","500-1,000 employees","10+ years","All positions in construction and engineering","Other - not listed","Construction and engineering, restaurant",6,6,6,5,5,5,"Woman_Traditional","Experiment","woman_trad_3_1",10,"woman","trad","3_1"
"497",4,8,7,7,6,6,282,25,"Man",NA,"Employed full time","engineer","50-100 employees","1-2 years","project managers","Transportation, utilities, or wholesale","",6,5,5,5,5,5,"Woman_Traditional","Experiment","woman_trad_3_1",7,"woman","trad","3_1"
"498",8,9,8,8,9,9,17,47,"Man",NA,"Employed full time","IT Manager","500-1,000 employees","10+ years","Systems Administrator, IT Analyst, IT Technician (and other closely related titles)","Technology","",3,4,4,2,7,2,"Woman_Traditional","Experiment","woman_trad_4_1",8,"woman","trad","4_1"
"499",10,0,10,0,10,10,37,26,"Woman",NA,"Employed full time","Supervisor","Less than 50 employees","1-2 years","Media analyst, researcher","Other - not listed","Research",4,7,7,5,2,7,"Woman_Traditional","Experiment","woman_trad_4_1",10,"woman","trad","4_1"
"500",9,8,6,8,9,10,43,51,"Man",NA,"Employed full time","EHR Product Specialist","100-500 employees","10+ years","Sales team member","Retail","",7,6,5,5,6,4,"Woman_Traditional","Experiment","woman_trad_4_1",10,"woman","trad","4_1"
"501",6,3,4,5,7,6,63,38,"Man",NA,"Employed full time","Technical Support","1,000+ employees","3-5 years","Sales","Professional or business services,Technology","",4,6,6,6,4,6,"Woman_Traditional","Experiment","woman_trad_4_1",4,"woman","trad","4_1"
"502",8,5,5,5,8,8,93,44,"Woman",NA,"Employed full time","Principal Consultant","Less than 50 employees","5-10 years","Consultants, Project Managers, Advisors, Product Managers,","Professional or business services","",5,5,3,3,6,3,"Woman_Traditional","Experiment","woman_trad_4_1",8,"woman","trad","4_1"
"503",3,4,5,3,7,4,103,37,"Man",NA,"Employed full time","systems administrator","100-500 employees","3-5 years","IT","Transportation, utilities, or wholesale","",5,5,3,5,3,2,"Woman_Traditional","Experiment","woman_trad_4_1",2,"woman","trad","4_1"
"504",9,5,6,8,8,9,134,39,"Man",NA,"Employed full time","Technical Analyst","1,000+ employees","1-2 years","Support Specialist","Technology","",3,6,3,3,5,5,"Woman_Traditional","Experiment","woman_trad_4_1",8,"woman","trad","4_1"
"505",9,0,0,5,5,9,138,37,"Man",NA,"Employed full time","operations manager","Less than 50 employees","10+ years","installation technicians, manual laborers","Transportation, utilities, or wholesale","",7,7,6,5,4,7,"Woman_Traditional","Experiment","woman_trad_4_1",8,"woman","trad","4_1"
"506",9,8,8,8,9,9,168,25,"Woman",NA,"Employed full time","Research assistant","100-500 employees","Less than 1 year","Campus residence staff","Education","",5,6,6,6,4,6,"Woman_Traditional","Experiment","woman_trad_4_1",8,"woman","trad","4_1"
"507",5,5,10,5,10,5,177,38,"Man",NA,"Employed full time","Data Analyst ","100-500 employees","3-5 years","Analyst and Associate roles","Technology","",4,7,7,4,7,1,"Woman_Traditional","Experiment","woman_trad_4_1",10,"woman","trad","4_1"
"508",9,8,8,7,8,8,215,31,"Man",NA,"Employed full time","IT Admin","100-500 employees","3-5 years","IT Admin","Technology","",2,4,4,2,5,2,"Woman_Traditional","Experiment","woman_trad_4_1",9,"woman","trad","4_1"
"509",10,7,10,10,10,10,226,31,"Man",NA,"Employed full time","Project manager","1,000+ employees","1-2 years","Software developer","Technology","",5,7,7,7,3,6,"Woman_Traditional","Experiment","woman_trad_4_1",10,"woman","trad","4_1"
"510",10,5,9,8,10,9,248,39,"Man",NA,"Employed full time","archaeologist","50-100 employees","5-10 years","archaeologist","Professional or business services","",3,6,6,5,3,7,"Woman_Traditional","Experiment","woman_trad_4_1",9,"woman","trad","4_1"
"511",8,8,8,8,8,7,270,42,"Man",NA,"Employed full time","Operations Manager","100-500 employees","5-10 years","Engineers, Warehousemen, Auditors, Customer Service, Finance, Human Resources, Drivers, Supervisors ","Professional or business services","",3,4,6,3,6,2,"Woman_Traditional","Experiment","woman_trad_4_1",8,"woman","trad","4_1"
"512",10,6,9,8,10,10,292,39,"Man",NA,"Employed full time","archaeologist","50-100 employees","5-10 years","archaeologist","Professional or business services","",3,7,6,5,2,7,"Woman_Traditional","Experiment","woman_trad_4_1",10,"woman","trad","4_1"
"513",7,9,7,9,8,9,295,48,"Man",NA,"Employed full time","Engineer","100-500 employees","3-5 years","Trainees","Technology","",5,5,6,6,6,3,"Woman_Traditional","Experiment","woman_trad_4_1",8,"woman","trad","4_1"
"514",8,7,7,7,8,8,22,29,"Woman",NA,"Employed full time","data analyst","500-1,000 employees","1-2 years","junior data engineer","Technology","",4,6,5,3,5,4,"Woman_Traditional","Experiment","woman_trad_5_1",6,"woman","trad","5_1"
"515",9,8,6,8,9,10,43,51,"Man",NA,"Employed full time","EHR Product Specialist","100-500 employees","10+ years","Sales team member","Retail","",7,6,5,5,6,4,"Woman_Traditional","Experiment","woman_trad_5_1",10,"woman","trad","5_1"
"516",6,5,5,5,7,5,61,65,"Man",NA,"Employed full time","Application Developer ","Less than 50 employees","10+ years","IT and service","Professional or business services,Technology,Transportation, utilities, or wholesale","",4,5,5,4,4,3,"Woman_Traditional","Experiment","woman_trad_5_1",6,"woman","trad","5_1"
"517",4,6,5,4,5,6,90,40,"Woman",NA,"Employed full time","writer","1,000+ employees","5-10 years","writer","Health,Technology","",4,5,4,5,5,4,"Woman_Traditional","Experiment","woman_trad_5_1",6,"woman","trad","5_1"
"518",10,7,5,6,10,10,106,45,"Woman",NA,"Employed full time","Website Manager","Less than 50 employees","3-5 years","Content production, graphic design, social media management","Technology","",5,6,4,5,4,4,"Woman_Traditional","Experiment","woman_trad_5_1",10,"woman","trad","5_1"
"519",10,5,5,5,10,10,129,44,"Man",NA,"Employed full time","Systems Administrator","100-500 employees","3-5 years","HelpDesk/Desktop Support","Technology","",3,5,6,3,5,5,"Woman_Traditional","Experiment","woman_trad_5_1",8,"woman","trad","5_1"
"520",9,5,8,9,9,9,152,51,"Man",NA,"Employed full time","Team Lead","1,000+ employees","3-5 years","Multiple roles","Financial or information,Professional or business services","",3,4,4,3,6,2,"Woman_Traditional","Experiment","woman_trad_5_1",9,"woman","trad","5_1"
"521",9,8,8,8,9,10,165,24,"Man",NA,"Employed full time","General IT Manager","100-500 employees","3-5 years","Claims Service Representative, Operating System Associate","Technology","",3,6,6,3,5,3,"Woman_Traditional","Experiment","woman_trad_5_1",9,"woman","trad","5_1"
"522",7,5,7,7,7,7,189,58,"Man",NA,"Employed full time","Product Manager","100-500 employees","10+ years","Marketing and Product Management","Technology","",2,5,2,2,5,2,"Woman_Traditional","Experiment","woman_trad_5_1",7,"woman","trad","5_1"
"523",10,5,9,9,10,10,205,36,"Man",NA,"Employed full time","database administrator ","Less than 50 employees","5-10 years","database specialist, database admin, tech support, cybersecurity analyst","Technology","",2,7,6,6,2,5,"Woman_Traditional","Experiment","woman_trad_5_1",9,"woman","trad","5_1"
"524",10,7,5,7,10,10,218,33,"Man",NA,"Employed full time","data analyst","Less than 50 employees","3-5 years","Sales associate, bartender, cook","Professional or business services","",1,4,1,1,7,1,"Woman_Traditional","Experiment","woman_trad_5_1",9,"woman","trad","5_1"
"525",9,6,6,8,8,8,239,33,"Man",NA,"Employed full time","Network Administrator","Less than 50 employees","3-5 years","Assistant Network Admin","Technology","",2,3,5,1,6,2,"Woman_Traditional","Experiment","woman_trad_5_1",9,"woman","trad","5_1"
"526",5,5,7,7,5,6,266,48,"Man",NA,"Employed full time","Telecommunication Engineer","100-500 employees","1-2 years","Engineering consultant","Technology,Other - not listed","Engineering",4,7,6,6,5,5,"Woman_Traditional","Experiment","woman_trad_5_1",5,"woman","trad","5_1"
"527",8,5,5,9,8,8,284,30,"Man",NA,"Employed full time","Lab tech","1,000+ employees","Less than 1 year","Lab tech","Technology","",5,5,5,5,5,5,"Woman_Traditional","Experiment","woman_trad_5_1",8,"woman","trad","5_1"
"528",7,8,7,7,8,7,6,33,"Man",NA,"Employed full time","IT Manager","100-500 employees","3-5 years","Anything IT related","Technology","",1,5,5,1,5,1,"Woman_Traditional","Experiment","woman_trad_6_1",7,"woman","trad","6_1"
"529",7,5,5,6,7,8,27,32,"Man",NA,"Employed full time","IT Consultant","1,000+ employees","3-5 years","Technical Support","Technology","",2,4,3,3,5,3,"Woman_Traditional","Experiment","woman_trad_6_1",7,"woman","trad","6_1"
"530",9,8,9,9,9,9,39,39,"Man",NA,"Employed full time","Information Tech","1,000+ employees","Less than 1 year","office support","Other - not listed","education",2,2,2,2,4,2,"Woman_Traditional","Experiment","woman_trad_6_1",9,"woman","trad","6_1"
"531",9,8,7,8,9,9,73,38,"Man",NA,"Employed full time","I.T. Manager","1,000+ employees","5-10 years","Help Desk Technician, IT Client Support Technician, Network Administrator","Technology","",3,3,3,3,6,3,"Woman_Traditional","Experiment","woman_trad_6_1",9,"woman","trad","6_1"
"532",8,7,7,7,8,8,87,37,"Man",NA,"Employed full time","Workforce Analyst","1,000+ employees","Less than 1 year","Supervisor,  Review Assistant","Health","",5,5,5,5,6,3,"Woman_Traditional","Experiment","woman_trad_6_1",8,"woman","trad","6_1"
"533",10,10,10,10,10,10,115,35,"Man",NA,"Employed full time","IT Manager","50-100 employees","5-10 years","IT department jobs","Technology","",2,5,1,2,6,7,"Woman_Traditional","Experiment","woman_trad_6_1",9,"woman","trad","6_1"
"534",7,6,8,6,6,8,123,31,"Man",NA,"Employed full time","ceo and owner","Less than 50 employees","3-5 years","sales, software engineers","Technology","",2,4,3,3,6,2,"Woman_Traditional","Experiment","woman_trad_6_1",7,"woman","trad","6_1"
"535",9,0,0,5,5,9,138,37,"Man",NA,"Employed full time","operations manager","Less than 50 employees","10+ years","installation technicians, manual laborers","Transportation, utilities, or wholesale","",7,7,6,5,4,7,"Woman_Traditional","Experiment","woman_trad_6_1",7,"woman","trad","6_1"
"536",9,8,8,8,9,10,165,24,"Man",NA,"Employed full time","General IT Manager","100-500 employees","3-5 years","Claims Service Representative, Operating System Associate","Technology","",3,6,6,3,5,3,"Woman_Traditional","Experiment","woman_trad_6_1",7,"woman","trad","6_1"
"537",8,6,7,9,7,6,182,52,"Man",NA,"Employed full time","sales rep","1,000+ employees","3-5 years","sales rep, customer operations","Technology","",3,6,6,5,6,5,"Woman_Traditional","Experiment","woman_trad_6_1",7,"woman","trad","6_1"
"538",10,5,9,9,10,10,205,36,"Man",NA,"Employed full time","database administrator ","Less than 50 employees","5-10 years","database specialist, database admin, tech support, cybersecurity analyst","Technology","",2,7,6,6,2,5,"Woman_Traditional","Experiment","woman_trad_6_1",8,"woman","trad","6_1"
"539",4,4,8,6,6,6,220,55,"Man",NA,"Employed full time","sales","500-1,000 employees","3-5 years","sales","Technology","",2,5,3,3,7,2,"Woman_Traditional","Experiment","woman_trad_6_1",6,"woman","trad","6_1"
"540",9,7,6,7,9,9,251,37,"Man",NA,"Employed full time","Web Dev","Less than 50 employees","Less than 1 year","None","Technology","",5,6,5,6,3,6,"Woman_Traditional","Experiment","woman_trad_6_1",9,"woman","trad","6_1"
